tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
manual,DUBBO-10,com.alibaba.dubbo.common.bytecode.Wrapper,1,0,10000,6604,148,0,59,0,174,127,72.9885,98,62,63.265305,107,71,66.35514,71,66.35514,36,10,47
manual,WEBMAGIC-4,us.codecraft.webmagic.Page,1,0,10000,463,18,0,8,0,71,0,0.0,24,0,0.0,29,0,0.0,0,0.0,29,10,11
manual,WEBMAGIC-5,us.codecraft.webmagic.utils.DoubleKeyMap,1,0,10000,466,18,0,8,0,31,0,0.0,10,0,0.0,16,0,0.0,0,0.0,16,10,11
manual,DUBBO-3,com.alibaba.dubbo.common.utils.StringUtils,1,0,10000,79,1,0,0,0,180,75,41.666664,164,56,34.146343,178,68,38.202248,60,33.707867,118,10,2
manual,DUBBO-4,com.alibaba.dubbo.common.utils.ClassHelper,1,0,10000,6540,148,0,59,0,60,36,60.000004,24,9,37.5,27,13,48.148148,13,48.148148,14,10,47
manual,DUBBO-5,com.alibaba.dubbo.common.io.UnsafeByteArrayOutputStream,1,0,10000,6565,148,0,59,0,33,17,51.515152,18,10,55.555557,30,21,70.0,21,70.0,9,10,47
manual,DUBBO-6,com.alibaba.dubbo.common.utils.CompatibleTypeUtils,1,0,10000,6630,148,0,59,0,92,74,80.434784,106,80,75.4717,86,79,91.860466,79,91.860466,7,10,47
manual,DUBBO-2,com.alibaba.dubbo.common.utils.ReflectUtils,1,0,10000,109,5,0,2,0,472,179,37.92373,418,135,32.29665,183,76,41.530056,76,41.530056,107,10,1
manual,OKIO-10,okio.Timeout,1,0,10000,57579,29,0,2,0,49,41,83.67347,30,20,66.66667,38,35,92.10526,16,42.105263,22,10,5
manual,DUBBO-7,com.alibaba.dubbo.common.beanutil.JavaBeanDescriptor,1,0,10000,6543,148,0,59,0,65,49,75.38461,48,28,58.333332,52,51,98.07692,51,98.07692,1,10,47
manual,DUBBO-8,com.alibaba.dubbo.common.Parameters,1,0,10000,6548,148,0,59,0,110,0,0.0,96,0,0.0,104,0,0.0,0,0.0,104,10,47
manual,DUBBO-9,com.alibaba.dubbo.common.io.Bytes,1,0,10000,6616,148,0,59,0,297,176,59.25926,130,55,42.307693,162,121,74.69135,121,74.69135,41,10,47
