tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
evosuite,ZXING-3,com.google.zxing.common.StringUtils,2,353,15651,3634,17,0,0,0,88,86,97.72727,118,104,88.1356,111,109,98.1982,5,4.504504,106,10,2
evosuite,ZXING-4,com.google.zxing.client.result.ResultParser,2,351,16418,4196,40,0,0,0,107,101,94.392525,82,74,90.2439,100,95,95.0,31,31.0,69,10,2
evosuite,ZXING-9,com.google.zxing.oned.CodaBarWriter,2,313,14993,3545,13,0,0,0,63,56,88.88889,49,44,89.79591,47,47,100.0,27,57.446808,20,10,2
evosuite,OKIO-1,okio.Buffer,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?
evosuite,OKIO-2,okio.ByteString,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?
evosuite,OKIO-5,okio.RealBufferedSink,2,317,16982,3928,36,0,0,0,104,87,83.65385,66,38,57.575756,73,65,89.0411,28,38.356163,45,10,2
evosuite,OKIO-6,okio.Okio,2,350,19948,4148,28,0,1,0,35,27,77.14286,28,21,75.0,30,26,86.666664,25,83.33333,5,10,2
evosuite,OKIO-3,okio.SegmentedByteString,2,465,16645,3653,34,0,0,0,121,69,57.024796,60,19,31.666666,146,71,48.630135,31,21.232876,115,10,2
evosuite,OKIO-4,okio.RealBufferedSource,2,511,20094,4840,8,0,0,0,201,10,4.9751244,162,7,4.3209877,106,5,4.7169814,3,2.8301888,103,10,2
evosuite,OKIO-9,okio.Utf8,2,471,15119,1051,7,0,0,0,30,18,60.000004,26,11,42.307693,39,15,38.46154,10,25.641027,29,10,2
evosuite,OKIO-7,okio.Segment,2,484,15288,1229,30,0,0,0,55,46,83.63636,24,21,87.5,41,34,82.92683,25,60.975613,16,10,2
evosuite,OKIO-8,okio.AsyncTimeout,2,475,18981,3816,10,0,0,0,68,52,76.47059,44,21,47.727272,51,35,68.62746,11,21.568628,40,10,2
evosuite,REDISSON-10,org.redisson.config.Config,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?
evosuite,DUBBO-10,com.alibaba.dubbo.common.bytecode.Wrapper,2,394,16015,1796,9,0,0,0,173,45,26.011559,98,25,25.510204,107,32,29.906542,13,12.149533,94,10,2
evosuite,REDISSON-5,org.redisson.RedissonBloomFilter,2,367,17738,9657,34,0,0,0,125,0,0.0,42,0,0.0,75,0,0.0,0,0.0,75,10,2
evosuite,REDISSON-4,org.redisson.RedissonSetMultimap,2,399,16671,12035,17,0,2,0,75,9,12.0,4,0,0.0,19,3,15.789473,0,0.0,19,10,2
evosuite,REDISSON-3,org.redisson.jcache.JCacheManager,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?
evosuite,REDISSON-2,org.redisson.RedissonQueue,2,396,16630,9909,24,0,1,0,26,8,30.769232,8,4,50.0,17,3,17.647058,0,0.0,17,10,2
evosuite,REDISSON-1,org.redisson.RedissonSetMultimapValues,2,501,18466,9942,101,0,0,0,143,20,13.986013,6,1,16.666668,88,4,4.5454545,0,0.0,88,10,2
evosuite,REDISSON-9,org.redisson.cluster.ClusterPartition,2,580,18024,2869,14,0,0,0,68,60,88.2353,22,12,54.545456,36,26,72.22222,10,27.777779,26,10,2
evosuite,REDISSON-8,org.redisson.jcache.JCachingProvider,2,362,19462,1964,10,0,0,0,78,57,73.07692,36,21,58.333332,31,25,80.645164,25,80.645164,6,10,2
evosuite,REDISSON-7,org.redisson.RedissonBaseMapIterator,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?
evosuite,REDISSON-6,org.redisson.reactive.RedissonMapReactive,2,301,17978,10141,35,0,5,0,54,0,0.0,10,0,0.0,42,0,0.0,0,0.0,42,10,2
evosuite,WEBMAGIC-4,us.codecraft.webmagic.Page,2,326,4078,10,0,0,0,0,71,0,0.0,24,0,0.0,0,0,0.0,0,0.0,0,10,0
evosuite,WEBMAGIC-5,us.codecraft.webmagic.utils.DoubleKeyMap,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?
evosuite,DUBBO-3,com.alibaba.dubbo.common.utils.StringUtils,2,317,15876,5365,41,0,3,0,178,156,87.64045,164,142,86.585365,178,167,93.82023,167,93.82023,11,10,2
evosuite,DUBBO-4,com.alibaba.dubbo.common.utils.ClassHelper,2,309,14872,1644,22,0,0,0,60,55,91.66667,24,22,91.66667,27,25,92.59259,17,62.96296,10,10,2
evosuite,DUBBO-5,com.alibaba.dubbo.common.io.UnsafeByteArrayOutputStream,2,346,14961,1493,27,0,0,0,33,32,96.969696,18,17,94.44444,30,29,96.666664,21,70.0,9,10,2
evosuite,DUBBO-6,com.alibaba.dubbo.common.utils.CompatibleTypeUtils,2,338,15103,1715,1,0,0,0,92,4,4.347826,106,5,4.7169814,86,4,4.6511626,3,3.4883723,83,10,2
evosuite,DUBBO-2,com.alibaba.dubbo.common.utils.ReflectUtils,2,369,4493,17,0,0,0,0,472,0,0.0,418,0,0.0,0,0,0.0,0,0.0,0,10,0
evosuite,OKIO-10,okio.Timeout,2,445,15043,1254,25,0,0,0,49,39,79.591835,30,25,83.33333,38,32,84.210526,27,71.05263,11,10,2
evosuite,DUBBO-7,com.alibaba.dubbo.common.beanutil.JavaBeanDescriptor,2,297,15106,4187,28,0,0,0,65,62,95.38461,48,38,79.16667,52,49,94.230774,37,71.15385,15,10,2
evosuite,DUBBO-8,com.alibaba.dubbo.common.Parameters,2,335,15327,6075,48,0,0,0,110,87,79.09091,96,61,63.541668,104,86,82.69231,54,51.923077,50,10,2
evosuite,DUBBO-9,com.alibaba.dubbo.common.io.Bytes,2,418,16140,5121,119,0,0,0,295,233,78.98305,130,84,64.61539,162,129,79.62963,54,33.333336,108,10,2
evosuite,ZXING-10,com.google.zxing.qrcode.encoder.Encoder,3,387,16152,5589,54,0,0,0,276,235,85.14493,155,104,67.09678,131,116,88.54962,58,44.27481,73,10,2
evosuite,FASTJSON-9,com.alibaba.fastjson.util.ASMUtils,3,409,14931,1299,13,0,0,0,96,32,33.333336,64,25,39.0625,76,31,40.789474,20,26.31579,56,10,2
evosuite,FASTJSON-8,com.alibaba.fastjson.parser.JSONReaderScanner,3,341,16221,4993,61,0,0,0,157,126,80.254776,96,69,71.875,127,113,88.97638,57,44.88189,70,10,2
evosuite,FASTJSON-7,com.alibaba.fastjson.util.IOUtils,3,307,16883,4225,46,0,0,0,388,265,68.29897,262,146,55.725193,158,90,56.962025,31,19.620253,127,10,2
evosuite,FASTJSON-6,com.alibaba.fastjson.serializer.DateCodec,3,471,15097,6,0,0,0,0,135,0,0.0,74,0,0.0,0,0,0.0,0,0.0,0,10,0
evosuite,FASTJSON-5,com.alibaba.fastjson.util.JavaBeanInfo,3,395,18980,6,14,1,0,0,519,0,0.0,452,0,0.0,165,0,0.0,0,0.0,165,10,2
evosuite,FASTJSON-4,com.alibaba.fastjson.JSONArray,3,309,17095,6,75,1,0,0,149,0,0.0,30,0,0.0,96,0,0.0,0,0.0,96,10,2
evosuite,WEBMAGIC-2,us.codecraft.webmagic.Spider,3,424,19097,16425,39,0,0,0,249,123,49.39759,108,23,21.296297,166,82,49.39759,82,49.39759,84,10,2
evosuite,FASTJSON-3,com.alibaba.fastjson.parser.DefaultJSONParser,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?
evosuite,JSOUP-1,org.jsoup.parser.TokenQueue,3,405,15562,1382,53,0,0,0,141,137,97.163124,130,110,84.61539,133,131,98.49624,80,60.15037,53,10,2
evosuite,WEBMAGIC-3,us.codecraft.webmagic.Site,3,454,15421,1700,68,0,0,0,89,80,89.88764,64,25,39.0625,95,70,73.68421,30,31.578945,65,10,2
evosuite,FASTJSON-2,com.alibaba.fastjson.util.TypeUtils,3,300,20014,6,82,1,0,0,1372,0,0.0,1142,0,0.0,308,0,0.0,0,0.0,308,10,2
evosuite,JSOUP-2,org.jsoup.select.QueryParser,3,462,15797,2371,23,0,0,0,233,159,68.24034,142,84,59.154926,120,95,79.16667,53,44.166668,67,10,2
evosuite,FASTJSON-1,com.alibaba.fastjson.parser.JSONLexerBase,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?
evosuite,JSOUP-3,org.jsoup.helper.DataUtil,3,461,16115,6710,34,0,0,0,103,68,66.01942,90,34,37.77778,80,62,77.5,20,25.0,60,10,2
evosuite,WEBMAGIC-1,us.codecraft.webmagic.model.PageModelExtractor,3,467,16188,4803,15,0,1,0,206,42,20.38835,125,12,9.6,94,22,23.404255,22,23.404255,72,10,2
evosuite,JSOUP-4,org.jsoup.parser.Parser,3,486,16188,2405,3,0,0,0,41,19,46.341465,10,3,30.000002,30,12,40.0,6,20.0,24,10,2
evosuite,JSOUP-5,org.jsoup.parser.Tokeniser,3,442,15624,2876,25,0,0,0,153,98,64.05229,90,33,36.666668,91,49,53.846157,20,21.978022,71,10,2
evosuite,FASTJSON-10,com.alibaba.fastjson.serializer.StringCodec,3,407,14853,5417,11,0,0,0,45,19,42.22222,20,8,40.0,29,13,44.827587,7,24.13793,22,10,2
evosuite,ZXING-5,com.google.zxing.qrcode.encoder.MatrixUtil,3,394,18315,4596,32,0,7,0,155,122,78.70968,80,54,67.5,174,141,81.034485,141,81.034485,33,10,2
evosuite,ZXING-6,com.google.zxing.datamatrix.decoder.BitMatrixParser,3,321,16395,4037,9,0,1,0,217,29,13.364056,158,16,10.126582,144,18,12.5,18,12.5,126,10,2
evosuite,ZXING-7,com.google.zxing.pdf417.decoder.ec.ModulusPoly,3,299,16398,1371,35,0,0,0,109,105,96.33028,76,72,94.73685,99,99,100.0,70,70.70707,29,10,2
evosuite,ZXING-8,com.google.zxing.maxicode.decoder.DecodedBitStreamParser,3,438,15083,1110,10,0,0,0,78,41,52.564102,30,14,46.666668,52,35,67.30769,12,23.076923,40,10,2
evosuite,ZXING-1,com.google.zxing.qrcode.detector.FinderPatternFinder,3,341,17104,4615,33,0,0,0,297,130,43.77104,268,89,33.208954,134,58,43.28358,6,4.477612,128,10,2
evosuite,ZXING-2,com.google.zxing.pdf417.decoder.PDF417ScanningDecoder,3,421,19936,4999,17,0,0,0,291,68,23.367697,262,62,23.664124,161,34,21.118011,10,6.21118,151,10,2
evosuite,ZXING-3,com.google.zxing.common.StringUtils,3,306,15156,3241,18,0,0,0,88,86,97.72727,118,104,88.1356,111,109,98.1982,5,4.504504,106,10,2
evosuite,ZXING-4,com.google.zxing.client.result.ResultParser,3,319,15173,4341,40,0,1,0,107,90,84.11215,82,67,81.70731,100,91,91.0,90,90.0,10,10,2
evosuite,ZXING-9,com.google.zxing.oned.CodaBarWriter,3,334,15016,3612,17,0,0,0,63,56,88.88889,49,44,89.79591,47,47,100.0,25,53.19149,22,10,2
evosuite,OKIO-1,okio.Buffer,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?
evosuite,OKIO-2,okio.ByteString,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?
evosuite,OKIO-5,okio.RealBufferedSink,3,455,16723,2012,32,0,0,0,104,89,85.57692,66,36,54.545456,73,66,90.41096,35,47.945206,38,10,2
evosuite,OKIO-6,okio.Okio,3,462,15292,4905,32,0,1,0,35,28,80.0,28,22,78.57143,30,27,90.0,26,86.666664,4,10,2
evosuite,OKIO-3,okio.SegmentedByteString,3,439,15868,4616,53,0,0,0,121,110,90.909096,60,49,81.666664,146,133,91.09589,48,32.876713,98,10,2
evosuite,OKIO-4,okio.RealBufferedSource,3,470,18560,5974,11,0,0,0,201,37,18.40796,162,24,14.814815,106,22,20.754717,12,11.320755,94,10,2
evosuite,OKIO-9,okio.Utf8,3,473,14962,1137,6,0,0,0,30,18,60.000004,26,11,42.307693,39,15,38.46154,10,25.641027,29,10,2
evosuite,OKIO-7,okio.Segment,3,463,15182,1250,26,0,0,0,55,41,74.545456,24,20,83.33333,41,30,73.17073,22,53.65854,19,10,2
evosuite,OKIO-8,okio.AsyncTimeout,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,?
evosuite,REDISSON-10,org.redisson.config.Config,3,430,19944,14620,83,0,1,0,191,168,87.958115,46,44,95.652176,115,102,88.69565,30,26.086956,85,10,2
