tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
combined,FASTJSON-1,com.alibaba.fastjson.parser.JSONLexerBase,2,72,1277,689,150,0,45,0,3091,810,26.20511,2197,539,24.533455,1023,280,27.37048,102,9.9706745,921,10,2
combined,JSOUP-3,org.jsoup.helper.DataUtil,2,108,11440,10213,202,0,8,0,104,84,80.769226,90,45,50.0,80,72,90.0,64,80.0,16,10,22
combined,WEBMAGIC-1,us.codecraft.webmagic.model.PageModelExtractor,2,90,1340,6934,37,0,15,0,206,70,33.98058,125,25,20.0,94,41,43.617023,41,43.617023,53,10,4
combined,JSOUP-4,org.jsoup.parser.Parser,2,97,11611,3882,246,1,0,0,41,39,95.12195,10,9,90.0,30,28,93.333336,24,80.0,6,10,7
combined,JSOUP-5,org.jsoup.parser.Tokeniser,2,98,12121,4920,727,1,0,0,153,103,67.32027,90,35,38.88889,91,51,56.04396,16,17.582418,75,10,12
combined,FASTJSON-10,com.alibaba.fastjson.serializer.StringCodec,2,119,12748,10459,6193,0,3,0,45,27,60.000004,20,10,50.0,29,17,58.62069,17,58.62069,12,10,72
combined,ZXING-5,com.google.zxing.qrcode.encoder.MatrixUtil,2,85,13326,18425,64017,0,10,0,155,155,100.0,80,79,98.75,174,174,100.0,30,17.241379,144,10,664
combined,ZXING-6,com.google.zxing.datamatrix.decoder.BitMatrixParser,2,92,11418,5736,33,0,6,0,217,193,88.94009,158,129,81.64557,144,140,97.22222,140,97.22222,4,10,11
combined,ZXING-7,com.google.zxing.pdf417.decoder.ec.ModulusPoly,2,73,12108,3889,3038,0,6,0,109,109,100.0,76,76,100.0,99,99,100.0,99,100.0,0,10,47
combined,ZXING-8,com.google.zxing.maxicode.decoder.DecodedBitStreamParser,2,110,11509,2320,560,0,4,0,78,47,60.25641,30,17,56.666668,52,36,69.230774,36,69.230774,16,10,20
combined,ZXING-1,com.google.zxing.qrcode.detector.FinderPatternFinder,2,83,11810,7565,1141,0,1,0,297,124,41.750843,268,81,30.223879,134,59,44.02985,59,44.02985,75,10,26
combined,ZXING-2,com.google.zxing.pdf417.decoder.PDF417ScanningDecoder,2,91,11441,7014,37,0,0,0,291,118,40.54983,262,97,37.0229,162,65,40.123455,37,22.839506,125,10,5
combined,ZXING-3,com.google.zxing.common.StringUtils,2,119,11521,4672,107,0,2,0,88,87,98.86364,118,109,92.37288,111,110,99.0991,110,99.0991,1,10,7
combined,ZXING-4,com.google.zxing.client.result.ResultParser,2,77,1288,6265,106,0,2,0,107,103,96.26168,82,80,97.560974,100,99,99.0,17,17.0,83,10,20
combined,ZXING-9,com.google.zxing.oned.CodaBarWriter,2,105,12134,6705,3939,0,7,0,63,63,100.0,49,48,97.95918,47,47,100.0,47,100.0,0,10,50
combined,OKIO-1,okio.Buffer,2,70,11528,379,540,1,0,0,820,623,75.97561,514,319,62.062256,316,247,78.16456,5,1.5822785,311,10,6
combined,OKIO-2,okio.ByteString,2,111,11706,2512,406,0,19,0,192,173,90.10417,142,134,94.366196,114,112,98.24561,112,98.24561,2,10,31
combined,OKIO-5,okio.RealBufferedSink,2,83,11354,4673,59,1,0,0,104,87,83.65385,66,38,57.575756,73,65,89.0411,28,38.356163,45,10,4
combined,OKIO-6,okio.Okio,2,73,11453,6137,208,0,1,0,35,27,77.14286,28,21,75.0,30,26,86.666664,25,83.33333,5,10,5
combined,OKIO-3,okio.SegmentedByteString,2,103,11864,7067,269,0,15,0,121,78,64.462814,60,27,45.0,146,96,65.753426,96,65.753426,50,10,40
combined,OKIO-4,okio.RealBufferedSource,2,72,11346,6703,34,1,0,0,201,10,4.9751244,162,7,4.3209877,106,5,4.7169814,3,2.8301888,103,10,4
combined,OKIO-9,okio.Utf8,2,107,11328,1870,80,0,4,0,30,18,60.000004,26,11,42.307693,39,15,38.46154,15,38.46154,24,10,8
combined,OKIO-7,okio.Segment,2,73,11630,1967,438,0,8,0,55,46,83.63636,24,21,87.5,41,34,82.92683,34,82.92683,7,10,8
combined,OKIO-8,okio.AsyncTimeout,2,103,11927,5286,434,1,3,0,68,65,95.588234,44,37,84.090904,51,50,98.039215,29,56.862747,22,10,9
combined,REDISSON-10,org.redisson.config.Config,2,78,11717,21999,-1,0,16,0,191,167,87.434555,46,44,95.652176,0,0,0.0,0,0.0,0,10,8
combined,DUBBO-10,com.alibaba.dubbo.common.bytecode.Wrapper,2,83,1344,3717,97,0,34,0,174,51,29.310345,98,31,31.632652,107,42,39.25234,42,39.25234,65,10,22
combined,REDISSON-5,org.redisson.RedissonBloomFilter,2,85,12491,18649,7571,0,2,0,125,0,0.0,42,0,0.0,75,0,0.0,0,0.0,75,10,118
combined,REDISSON-4,org.redisson.RedissonSetMultimap,2,74,12320,19525,5331,0,2,0,75,9,12.0,4,0,0.0,19,3,15.789473,3,15.789473,16,10,59
combined,REDISSON-3,org.redisson.jcache.JCacheManager,2,74,11950,2066,3329,0,0,0,193,54,27.979275,84,16,19.047619,78,29,37.17949,29,37.17949,49,10,35
combined,REDISSON-2,org.redisson.RedissonQueue,2,88,12287,17580,5040,0,3,0,26,8,30.769232,8,4,50.0,17,3,17.647058,3,17.647058,14,10,109
combined,REDISSON-1,org.redisson.RedissonSetMultimapValues,2,79,12601,16618,5727,0,2,0,143,20,13.986013,6,1,16.666668,88,4,4.5454545,4,4.5454545,84,10,70
combined,REDISSON-9,org.redisson.cluster.ClusterPartition,2,78,11584,4990,585,0,13,0,68,68,100.0,22,21,95.454544,36,36,100.0,5,13.888889,31,10,27
combined,REDISSON-8,org.redisson.jcache.JCachingProvider,2,71,11584,6176,133,0,13,0,78,58,74.35898,36,21,58.333332,31,25,80.645164,25,80.645164,6,10,17
combined,REDISSON-7,org.redisson.RedissonBaseMapIterator,2,73,1262,38,2,0,1,0,85,3,3.529412,50,2,4.0,42,3,7.1428576,3,7.1428576,39,10,2
combined,REDISSON-6,org.redisson.reactive.RedissonMapReactive,2,94,11393,15147,73,0,7,0,54,40,74.07407,10,3,30.000002,42,32,76.190475,32,76.190475,10,10,17
combined,WEBMAGIC-4,us.codecraft.webmagic.Page,2,85,11736,641,835,0,63,0,71,53,74.64789,24,4,16.666668,29,19,65.51724,19,65.51724,10,10,9
combined,WEBMAGIC-5,us.codecraft.webmagic.utils.DoubleKeyMap,2,86,11630,1838,233,0,7,0,31,29,93.548386,10,9,90.0,16,15,93.75,15,93.75,1,10,12
combined,DUBBO-3,com.alibaba.dubbo.common.utils.StringUtils,2,95,12300,10677,5143,0,3,0,180,172,95.55556,164,157,95.731705,178,177,99.4382,130,73.03371,48,10,79
combined,DUBBO-4,com.alibaba.dubbo.common.utils.ClassHelper,2,113,11953,5946,1102,0,17,0,60,56,93.333336,24,23,95.83333,27,26,96.296295,26,96.296295,1,10,25
combined,DUBBO-5,com.alibaba.dubbo.common.io.UnsafeByteArrayOutputStream,2,113,11675,3809,737,0,6,0,33,32,96.969696,18,17,94.44444,30,29,96.666664,29,96.666664,1,10,25
combined,DUBBO-6,com.alibaba.dubbo.common.utils.CompatibleTypeUtils,2,77,11468,3107,432,0,9,0,92,49,53.260868,106,63,59.43396,86,54,62.7907,54,62.7907,32,10,10
combined,DUBBO-2,com.alibaba.dubbo.common.utils.ReflectUtils,2,99,1326,16,250,2,0,0,472,0,0.0,418,0,0.0,183,0,0.0,0,0.0,183,10,2
combined,OKIO-10,okio.Timeout,2,79,11588,2949,1319,1,0,0,49,39,79.591835,30,26,86.666664,38,32,84.210526,29,76.31579,9,10,27
combined,DUBBO-7,com.alibaba.dubbo.common.beanutil.JavaBeanDescriptor,2,92,11926,8481,1694,0,27,0,65,65,100.0,48,47,97.91667,52,52,100.0,52,100.0,0,10,47
combined,DUBBO-8,com.alibaba.dubbo.common.Parameters,2,105,11429,11482,246,0,17,0,110,87,79.09091,96,61,63.541668,104,86,82.69231,86,82.69231,18,10,35
combined,DUBBO-9,com.alibaba.dubbo.common.io.Bytes,2,97,11682,33133,926,0,31,0,297,255,85.85858,130,99,76.15385,162,142,87.65432,44,27.160492,118,10,64
combined,ZXING-10,com.google.zxing.qrcode.encoder.Encoder,3,105,11951,11247,-1,0,9,0,276,250,90.57971,155,123,79.35484,0,0,0.0,0,0.0,0,10,46
combined,FASTJSON-9,com.alibaba.fastjson.util.ASMUtils,3,74,11329,2402,127,0,3,0,97,46,47.42268,64,35,54.6875,76,46,60.526318,46,60.526318,30,10,14
combined,FASTJSON-8,com.alibaba.fastjson.parser.JSONReaderScanner,3,92,11617,27123,619,0,12,0,157,129,82.1656,96,71,73.95833,127,114,89.76378,49,38.582676,78,10,10
combined,FASTJSON-7,com.alibaba.fastjson.util.IOUtils,3,76,11737,11145,2415,0,212,0,388,330,85.05155,262,202,77.099236,158,130,82.27848,106,67.08861,52,10,40
combined,FASTJSON-6,com.alibaba.fastjson.serializer.DateCodec,3,79,11936,2090,1478,0,18,0,135,91,67.4074,74,43,58.10811,110,67,60.909092,67,60.909092,43,10,22
combined,FASTJSON-5,com.alibaba.fastjson.util.JavaBeanInfo,3,103,11368,874,132,1,15,0,519,261,50.289017,452,193,42.699116,165,99,60.000004,99,60.000004,66,10,14
combined,FASTJSON-4,com.alibaba.fastjson.JSONArray,3,88,11708,924,758,1,45,0,149,122,81.879196,30,18,60.000004,96,76,79.16667,46,47.916664,50,10,10
combined,WEBMAGIC-2,us.codecraft.webmagic.Spider,3,76,1304,17450,39,0,0,0,249,123,49.39759,108,23,21.296297,166,82,49.39759,82,49.39759,84,10,2
combined,FASTJSON-3,com.alibaba.fastjson.parser.DefaultJSONParser,3,73,11650,8748,839,0,14,0,946,225,23.784355,564,91,16.134752,188,49,26.06383,32,17.021276,156,10,12
combined,JSOUP-1,org.jsoup.parser.TokenQueue,3,80,11919,3078,2172,0,17,0,141,139,98.58156,130,117,90.0,133,132,99.24812,8,6.0150375,125,10,25
combined,WEBMAGIC-3,us.codecraft.webmagic.Site,3,72,11511,4815,652,0,35,0,89,89,100.0,64,51,79.6875,95,95,100.0,95,100.0,0,10,33
combined,FASTJSON-2,com.alibaba.fastjson.util.TypeUtils,3,111,11819,5362,1648,1,106,0,1372,792,57.72595,1142,581,50.875656,308,198,64.28571,198,64.28571,110,10,38
combined,JSOUP-2,org.jsoup.select.QueryParser,3,75,11339,4404,94,0,1,0,233,182,78.11159,142,102,71.830986,120,99,82.5,0,0.0,120,10,26
combined,FASTJSON-1,com.alibaba.fastjson.parser.JSONLexerBase,3,73,1469,521,96,0,33,0,3091,778,25.16985,2197,504,22.940372,1023,282,27.565983,130,12.707722,893,10,2
combined,JSOUP-3,org.jsoup.helper.DataUtil,3,73,11353,10274,-1,0,18,0,104,84,80.769226,90,45,50.0,0,0,0.0,0,0.0,0,10,22
combined,WEBMAGIC-1,us.codecraft.webmagic.model.PageModelExtractor,3,72,1279,6149,39,0,10,0,206,64,31.06796,125,23,18.4,94,38,40.425533,38,40.425533,56,10,4
combined,JSOUP-4,org.jsoup.parser.Parser,3,89,11452,3613,263,1,0,0,41,39,95.12195,10,9,90.0,30,28,93.333336,24,80.0,6,10,6
combined,JSOUP-5,org.jsoup.parser.Tokeniser,3,79,11718,5057,869,1,0,0,153,98,64.05229,90,33,36.666668,91,49,53.846157,15,16.483517,76,10,16
combined,FASTJSON-10,com.alibaba.fastjson.serializer.StringCodec,3,76,12379,10209,5430,0,4,0,45,27,60.000004,20,10,50.0,29,17,58.62069,17,58.62069,12,10,64
combined,ZXING-5,com.google.zxing.qrcode.encoder.MatrixUtil,3,101,12807,14477,42268,0,12,0,155,155,100.0,80,79,98.75,174,174,100.0,30,17.241379,144,10,446
combined,ZXING-6,com.google.zxing.datamatrix.decoder.BitMatrixParser,3,96,11387,6365,31,0,3,0,217,169,77.88019,158,105,66.455696,144,121,84.02778,121,84.02778,23,10,12
combined,ZXING-7,com.google.zxing.pdf417.decoder.ec.ModulusPoly,3,108,11934,4168,2560,0,8,0,109,109,100.0,76,76,100.0,99,99,100.0,99,100.0,0,10,42
combined,ZXING-8,com.google.zxing.maxicode.decoder.DecodedBitStreamParser,3,93,11520,2326,565,0,7,0,78,47,60.25641,30,19,63.333332,52,36,69.230774,36,69.230774,16,10,20
combined,ZXING-1,com.google.zxing.qrcode.detector.FinderPatternFinder,3,107,11906,7509,1102,0,2,0,297,136,45.791245,268,98,36.56716,134,60,44.77612,60,44.77612,74,10,31
combined,ZXING-2,com.google.zxing.pdf417.decoder.PDF417ScanningDecoder,3,86,11355,6865,48,0,0,0,291,116,39.862545,262,87,33.20611,162,64,39.506172,28,17.28395,134,10,5
combined,ZXING-3,com.google.zxing.common.StringUtils,3,76,11445,4338,116,0,2,0,88,87,98.86364,118,109,92.37288,111,110,99.0991,110,99.0991,1,10,7
combined,ZXING-4,com.google.zxing.client.result.ResultParser,3,96,1290,7115,-1,0,5,0,107,103,96.26168,82,80,97.560974,0,0,0.0,0,0.0,0,10,20
combined,ZXING-9,com.google.zxing.oned.CodaBarWriter,3,107,12244,6896,4157,0,10,0,63,63,100.0,49,48,97.95918,47,47,100.0,47,100.0,0,10,52
combined,OKIO-1,okio.Buffer,3,94,11684,906,572,0,0,0,820,654,79.756096,514,347,67.50973,316,256,81.01266,2,0.6329114,314,10,7
combined,OKIO-2,okio.ByteString,3,72,11787,2659,486,0,28,0,192,172,89.58333,142,136,95.77465,114,112,98.24561,112,98.24561,2,10,33
combined,OKIO-5,okio.RealBufferedSink,3,109,11399,3208,69,1,0,0,104,89,85.57692,66,37,56.060608,73,66,90.41096,54,73.9726,19,10,5
combined,OKIO-6,okio.Okio,3,109,11578,5772,245,0,2,0,35,27,77.14286,28,21,75.0,30,26,86.666664,26,86.666664,4,10,5
combined,OKIO-3,okio.SegmentedByteString,3,74,11420,7296,299,0,8,0,121,110,90.909096,60,50,83.33333,146,133,91.09589,133,91.09589,13,10,46
combined,OKIO-4,okio.RealBufferedSource,3,102,11328,6421,36,0,9,0,201,53,26.368158,162,33,20.37037,106,31,29.245285,31,29.245285,75,10,5
combined,OKIO-9,okio.Utf8,3,92,11309,1784,79,0,4,0,30,18,60.000004,26,11,42.307693,39,15,38.46154,15,38.46154,24,10,8
combined,OKIO-7,okio.Segment,3,109,11691,2144,670,0,6,0,55,41,74.545456,24,20,83.33333,41,30,73.17073,30,73.17073,11,10,11
combined,OKIO-8,okio.AsyncTimeout,3,71,11484,287,416,1,0,0,68,45,66.17647,44,18,40.909092,51,30,58.823532,13,25.490198,38,10,5
