tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
t3,Math-56,org.apache.commons.math.util.MultidimensionalCounter,1,6,18806,11882,54,0,0,1,70,69,98.57143,32,32,100.0,138,138,100.0,111,80.434784,27,60,18
t3,Lang-47,org.apache.commons.lang.text.StrBuilder,1,4,58922,92825,363,0,18,1,700,642,91.71429,496,444,89.51613,1642,1497,91.169304,1262,76.85749,235,60,121
t3,Math-2,org.apache.commons.math3.distribution.HypergeometricDistribution,1,6,30997,16970,60,0,0,0,66,66,100.0,26,26,100.0,175,175,100.0,137,78.28571,38,60,20
t3,Lang-65,org.apache.commons.lang.time.DateUtils,1,7,32336,19700,87,0,6,1,208,197,94.71153,175,157,89.71428,406,396,97.53694,225,55.418716,171,60,29
t3,Lang-60,org.apache.commons.lang.text.StrBuilder,1,5,58180,78558,315,0,3,69,656,620,94.51219,464,411,88.57758,1584,1512,95.454544,1158,73.106064,354,60,105
t3,Chart-24,org.jfree.chart.renderer.GrayPaintScale,1,4,11921,3502,21,0,0,6,25,25,100.0,10,10,100.0,37,37,100.0,34,91.89189,3,60,7
t3,Lang-57,org.apache.commons.lang.LocaleUtils,1,9,14201,4737,27,0,0,0,76,66,86.84211,64,45,70.3125,177,116,65.53673,78,44.0678,38,60,9
t3,Lang-59,org.apache.commons.lang.text.StrBuilder,1,3,58197,90323,357,0,32,6,656,628,95.731705,464,427,92.02586,1584,1530,96.590904,1254,79.16667,276,60,119
t3,Time-13,org.joda.time.format.PeriodFormatterBuilder,1,11,67935,27191,141,0,0,0,665,253,38.045113,458,95,20.74236,1139,225,19.75417,159,13.959614,66,60,47
t3,Math-106,org.apache.commons.math.fraction.ProperFractionFormat,1,11,59628,29418,81,0,0,0,63,43,68.25397,19,11,57.894737,46,26,56.521736,17,36.95652,9,60,27
t3,Chart-16,org.jfree.data.category.DefaultIntervalCategoryDataset,1,10,59087,15707,120,0,0,20,186,69,37.096775,128,36,28.125,273,123,45.054947,51,18.681318,72,60,40
t3,Lang-28,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,1,10,14528,4210,18,0,0,0,25,3,12.0,16,3,18.75,80,18,22.5,11,13.75,7,60,6
t3,Time-20,org.joda.time.format.DateTimeFormatterBuilder,1,12,59661,43727,180,0,0,0,1034,794,76.78917,595,380,63.865547,1743,1292,74.12507,499,28.628803,793,60,60
t3,Time-3,org.joda.time.MutableDateTime,2,6,58585,66425,210,0,22,24,247,221,89.47369,63,45,71.42857,90,80,88.88889,47,52.22222,33,60,70
t3,Time-5,org.joda.time.Period,2,7,68566,13826,45,0,0,0,288,265,92.01389,64,50,78.125,467,466,99.785866,207,44.32548,259,60,15
t3,Math-91,org.apache.commons.math.fraction.Fraction,2,8,35191,18176,75,0,0,0,149,139,93.28859,90,75,83.33333,360,331,91.94444,223,61.944443,108,60,25
t3,Time-4,org.joda.time.Partial,2,10,52205,74589,246,0,12,1,249,242,97.18875,106,100,94.33962,336,324,96.42857,266,79.16667,58,60,82
t3,Time-7,org.joda.time.format.DateTimeFormatter,2,10,68135,8174,42,0,0,0,208,57,27.403847,88,14,15.909091,176,35,19.886364,18,10.227273,17,60,14
t3,Closure-74,com.google.javascript.jscomp.PeepholeFoldConstants,2,12,71284,11854,33,0,0,0,765,40,5.2287583,624,16,2.5641026,880,16,1.8181818,8,0.9090909,8,60,11
t3,Math-88,org.apache.commons.math.optimization.linear.SimplexTableau,2,11,64033,6951,72,0,0,0,131,14,10.687022,90,4,4.4444447,392,16,4.0816326,4,1.0204082,12,60,24
t3,Lang-37,org.apache.commons.lang3.ArrayUtils,2,9,59638,115976,513,0,35,0,957,942,98.4326,806,780,96.77419,2015,2006,99.55335,1938,96.178665,68,60,171
t3,Chart-6,org.jfree.chart.util.ShapeList,2,10,23423,10079,33,0,0,2,34,17,50.0,16,8,50.0,28,10,35.714287,7,25.0,3,60,11
t3,Chart-7,org.jfree.data.time.TimePeriodValues,2,9,58150,39353,120,0,17,0,149,145,97.31544,54,51,94.44444,254,253,99.6063,150,59.05512,103,60,40
t3,Math-52,org.apache.commons.math.geometry.euclidean.threed.Rotation,2,7,58097,16972,60,0,0,1,327,235,71.86545,122,56,45.901638,2706,2312,85.439766,1314,48.55876,998,60,20
t3,Math-56,org.apache.commons.math.util.MultidimensionalCounter,2,6,20111,11468,54,0,0,1,70,69,98.57143,32,32,100.0,138,138,100.0,113,81.884056,25,60,18
t3,Lang-47,org.apache.commons.lang.text.StrBuilder,2,12,58636,95885,378,0,30,0,700,660,94.28571,496,439,88.508064,1642,1510,91.96102,1290,78.56273,220,60,126
t3,Math-2,org.apache.commons.math3.distribution.HypergeometricDistribution,2,5,40901,18681,60,0,0,0,66,66,100.0,26,26,100.0,175,175,100.0,136,77.71429,39,60,20
t3,Lang-65,org.apache.commons.lang.time.DateUtils,2,11,30832,19907,87,0,13,1,208,198,95.19231,175,158,90.28571,406,399,98.27586,216,53.20197,183,60,29
t3,Lang-60,org.apache.commons.lang.text.StrBuilder,2,10,58760,83221,336,0,23,57,656,629,95.88415,464,431,92.88793,1584,1537,97.03283,1233,77.840904,304,60,112
t3,Chart-24,org.jfree.chart.renderer.GrayPaintScale,2,4,12759,3534,21,0,0,6,25,25,100.0,10,10,100.0,37,37,100.0,33,89.189186,4,60,7
t3,Lang-57,org.apache.commons.lang.LocaleUtils,2,10,16973,4763,27,0,0,0,76,66,86.84211,64,45,70.3125,177,116,65.53673,76,42.937855,40,60,9
t3,Lang-59,org.apache.commons.lang.text.StrBuilder,2,6,58954,77181,303,0,2,136,656,619,94.35976,464,417,89.87069,1584,1511,95.39142,1141,72.03283,370,60,101
t3,Time-13,org.joda.time.format.PeriodFormatterBuilder,2,4,68502,26630,129,0,0,0,665,252,37.894737,458,97,21.179039,1139,225,19.75417,152,13.345039,73,60,43
t3,Math-106,org.apache.commons.math.fraction.ProperFractionFormat,2,11,63032,28537,81,0,0,0,63,43,68.25397,19,11,57.894737,46,26,56.521736,17,36.95652,9,60,27
t3,Chart-16,org.jfree.data.category.DefaultIntervalCategoryDataset,2,10,59240,21425,120,0,0,4,186,77,41.39785,128,43,33.59375,273,143,52.380955,64,23.443224,79,60,40
t3,Lang-28,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,2,6,15016,4001,18,0,0,0,25,3,12.0,16,3,18.75,80,18,22.5,17,21.25,1,60,6
t3,Time-20,org.joda.time.format.DateTimeFormatterBuilder,2,10,60426,41681,186,0,0,0,1034,780,75.4352,595,378,63.529415,1743,1287,73.83821,527,30.235228,760,60,62
t3,Time-3,org.joda.time.MutableDateTime,3,9,69258,13961,33,0,6,0,247,128,51.821865,63,20,31.746033,90,46,51.111115,6,6.666667,40,60,11
t3,Time-5,org.joda.time.Period,3,5,69874,27739,93,0,2,3,288,279,96.875,64,57,89.0625,467,467,100.0,352,75.37473,115,60,31
t3,Math-91,org.apache.commons.math.fraction.Fraction,3,12,39120,17112,75,0,0,0,149,139,93.28859,90,75,83.33333,360,331,91.94444,220,61.11111,111,60,25
t3,Time-4,org.joda.time.Partial,3,8,56506,68863,225,0,12,1,249,234,93.9759,106,95,89.62264,336,321,95.53571,250,74.40476,71,60,75
t3,Time-7,org.joda.time.format.DateTimeFormatter,3,5,69174,16643,99,0,6,0,208,77,37.019234,88,19,21.59091,176,35,19.886364,18,10.227273,17,60,33
t3,Closure-74,com.google.javascript.jscomp.PeepholeFoldConstants,3,15,72079,12555,33,0,0,0,765,46,6.013072,624,20,3.2051284,880,19,2.159091,9,1.0227273,10,60,11
t3,Math-88,org.apache.commons.math.optimization.linear.SimplexTableau,3,6,59917,7121,72,0,0,0,131,14,10.687022,90,4,4.4444447,392,16,4.0816326,4,1.0204082,12,60,24
t3,Lang-37,org.apache.commons.lang3.ArrayUtils,3,12,59969,115199,513,0,33,0,957,943,98.537094,806,783,97.1464,2015,2006,99.55335,1952,96.87345,54,60,171
t3,Chart-6,org.jfree.chart.util.ShapeList,3,6,24971,9676,33,0,0,2,34,17,50.0,16,8,50.0,28,10,35.714287,7,25.0,3,60,11
t3,Chart-7,org.jfree.data.time.TimePeriodValues,3,5,54855,37793,120,0,15,0,149,145,97.31544,54,51,94.44444,254,253,99.6063,155,61.023624,98,60,40
t3,Math-52,org.apache.commons.math.geometry.euclidean.threed.Rotation,3,10,58105,17751,60,0,0,0,327,261,79.81651,122,61,50.0,2706,2508,92.68293,1648,60.901703,860,60,20
t3,Math-56,org.apache.commons.math.util.MultidimensionalCounter,3,10,44221,15350,33,0,0,1,70,65,92.85714,32,29,90.625,138,130,94.202896,93,67.391304,37,60,11
t3,Lang-47,org.apache.commons.lang.text.StrBuilder,3,7,58791,96530,345,0,16,6,700,657,93.85715,496,447,90.120964,1642,1563,95.1888,1281,78.01462,282,60,115
t3,Math-2,org.apache.commons.math3.distribution.HypergeometricDistribution,3,4,31170,17788,60,0,0,0,66,66,100.0,26,26,100.0,175,175,100.0,149,85.14286,26,60,20
t3,Lang-65,org.apache.commons.lang.time.DateUtils,3,8,35521,20209,87,0,11,2,208,198,95.19231,175,158,90.28571,406,399,98.27586,241,59.359604,158,60,29
t3,Lang-60,org.apache.commons.lang.text.StrBuilder,3,13,59192,93561,360,0,29,69,656,638,97.2561,464,429,92.456894,1584,1556,98.23232,1267,79.98737,289,60,120
t3,Chart-24,org.jfree.chart.renderer.GrayPaintScale,3,5,14992,3454,21,0,0,6,25,25,100.0,10,10,100.0,37,37,100.0,33,89.189186,4,60,7
t3,Lang-57,org.apache.commons.lang.LocaleUtils,3,12,17671,4968,27,0,0,0,76,66,86.84211,64,45,70.3125,177,116,65.53673,73,41.24294,43,60,9
t3,Lang-59,org.apache.commons.lang.text.StrBuilder,3,4,59132,74731,282,0,5,4,656,617,94.05488,464,413,89.00862,1584,1507,95.13889,1239,78.219696,268,60,94
t3,Time-13,org.joda.time.format.PeriodFormatterBuilder,3,12,68652,21348,126,0,0,0,665,250,37.593987,458,98,21.39738,1139,225,19.75417,163,14.3108,62,60,42
t3,Math-106,org.apache.commons.math.fraction.ProperFractionFormat,3,9,58881,28989,81,0,0,0,63,43,68.25397,19,11,57.894737,46,26,56.521736,17,36.95652,9,60,27
t3,Chart-16,org.jfree.data.category.DefaultIntervalCategoryDataset,3,4,58826,23512,120,0,0,10,186,78,41.935482,128,44,34.375,273,143,52.380955,69,25.274727,74,60,40
t3,Lang-28,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,3,11,14633,3856,18,0,0,0,25,3,12.0,16,3,18.75,80,18,22.5,11,13.75,7,60,6
t3,Time-20,org.joda.time.format.DateTimeFormatterBuilder,3,10,69573,30017,159,0,0,0,1034,770,74.46808,595,377,63.361347,1743,1296,74.35456,478,27.42398,818,60,53
t3,Time-3,org.joda.time.MutableDateTime,4,4,66891,8157,24,0,3,0,247,176,71.25506,63,32,50.793655,90,71,78.888885,5,5.555556,66,60,8
t3,Time-5,org.joda.time.Period,4,3,66912,80266,231,0,5,11,288,287,99.65278,64,61,95.3125,467,467,100.0,350,74.94647,117,60,77
t3,Math-91,org.apache.commons.math.fraction.Fraction,4,7,24000,16960,75,0,0,0,149,139,93.28859,90,75,83.33333,360,331,91.94444,225,62.5,106,60,25
t3,Time-4,org.joda.time.Partial,4,5,53957,70732,246,0,40,3,249,246,98.79518,106,104,98.11321,336,324,96.42857,314,93.452385,10,60,82
t3,Time-7,org.joda.time.format.DateTimeFormatter,4,5,66407,9805,48,0,0,0,208,69,33.173077,88,18,20.454546,176,35,19.886364,18,10.227273,17,60,16
t3,Closure-74,com.google.javascript.jscomp.PeepholeFoldConstants,4,8,53309,11925,33,0,0,0,765,40,5.2287583,624,17,2.724359,880,17,1.9318182,4,0.45454544,13,60,11
t3,Math-88,org.apache.commons.math.optimization.linear.SimplexTableau,4,13,64253,8151,72,0,0,0,131,14,10.687022,90,4,4.4444447,392,16,4.0816326,4,1.0204082,12,60,24
t3,Lang-37,org.apache.commons.lang3.ArrayUtils,4,8,59466,107927,513,0,32,0,957,942,98.4326,806,783,97.1464,2015,2006,99.55335,1943,96.426796,63,60,171
t3,Chart-6,org.jfree.chart.util.ShapeList,4,12,25423,11639,33,0,0,2,34,17,50.0,16,8,50.0,28,10,35.714287,7,25.0,3,60,11
t3,Chart-7,org.jfree.data.time.TimePeriodValues,4,10,59421,43673,120,0,19,0,149,145,97.31544,54,51,94.44444,254,253,99.6063,154,60.62992,99,60,40
t3,Math-52,org.apache.commons.math.geometry.euclidean.threed.Rotation,4,2,58706,18449,60,0,0,1,327,238,72.782875,122,58,47.540985,2706,2358,87.13969,1701,62.86031,657,60,20
t3,Math-56,org.apache.commons.math.util.MultidimensionalCounter,4,12,42506,11312,39,0,0,1,70,66,94.28571,32,30,93.75,138,138,100.0,106,76.81159,32,60,13
t3,Lang-47,org.apache.commons.lang.text.StrBuilder,4,4,59029,67108,291,0,7,0,700,651,93.0,496,428,86.29032,1642,1536,93.54446,1234,75.15225,302,60,97
t3,Math-2,org.apache.commons.math3.distribution.HypergeometricDistribution,4,4,34727,15772,60,0,0,0,66,66,100.0,26,26,100.0,175,175,100.0,134,76.57143,41,60,20
t3,Lang-65,org.apache.commons.lang.time.DateUtils,4,12,31745,18077,87,0,9,1,208,197,94.71153,175,158,90.28571,406,398,98.02956,209,51.477833,189,60,29
t3,Lang-60,org.apache.commons.lang.text.StrBuilder,4,11,58807,90544,351,0,12,64,656,630,96.03658,464,427,92.02586,1584,1561,98.54797,1338,84.469696,223,60,117
t3,Chart-24,org.jfree.chart.renderer.GrayPaintScale,4,12,14249,3314,21,0,0,6,25,25,100.0,10,10,100.0,37,37,100.0,34,91.89189,3,60,7
t3,Lang-57,org.apache.commons.lang.LocaleUtils,4,11,15220,4471,27,0,0,0,76,66,86.84211,64,45,70.3125,177,116,65.53673,73,41.24294,43,60,9
t3,Lang-59,org.apache.commons.lang.text.StrBuilder,4,10,58275,88806,369,0,21,8,656,623,94.96951,464,422,90.94828,1584,1483,93.62374,1227,77.46212,256,60,123
t3,Time-13,org.joda.time.format.PeriodFormatterBuilder,4,12,68734,26514,141,0,0,0,665,254,38.195488,458,97,21.179039,1139,225,19.75417,159,13.959614,66,60,47
t3,Math-106,org.apache.commons.math.fraction.ProperFractionFormat,4,7,59863,29111,81,0,0,0,63,43,68.25397,19,11,57.894737,46,26,56.521736,17,36.95652,9,60,27
t3,Chart-16,org.jfree.data.category.DefaultIntervalCategoryDataset,4,9,59083,18315,120,0,0,20,186,71,38.172043,128,37,28.90625,273,123,45.054947,57,20.879122,66,60,40
t3,Lang-28,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,4,6,15230,3737,18,0,0,0,25,3,12.0,16,3,18.75,80,18,22.5,13,16.25,5,60,6
t3,Time-20,org.joda.time.format.DateTimeFormatterBuilder,4,2,60482,36729,171,0,0,0,1034,771,74.5648,595,362,60.84034,1743,1255,72.0023,483,27.710842,772,60,57
t3,Time-3,org.joda.time.MutableDateTime,5,9,59431,47498,162,0,10,8,247,215,87.04454,63,45,71.42857,90,80,88.88889,21,23.333334,59,60,54
t3,Time-5,org.joda.time.Period,5,4,69513,56982,177,0,9,39,288,287,99.65278,64,62,96.875,467,467,100.0,327,70.021416,140,60,59
t3,Math-91,org.apache.commons.math.fraction.Fraction,5,7,38570,19649,75,0,0,0,149,139,93.28859,90,75,83.33333,360,331,91.94444,224,62.222225,107,60,25
t3,Time-4,org.joda.time.Partial,5,10,55918,69082,234,0,39,2,249,238,95.58233,106,97,91.50943,336,328,97.61904,246,73.21429,82,60,78
t3,Time-7,org.joda.time.format.DateTimeFormatter,5,5,68588,10352,75,0,0,0,208,63,30.288462,88,14,15.909091,176,34,19.318182,18,10.227273,16,60,25
t3,Closure-74,com.google.javascript.jscomp.PeepholeFoldConstants,5,13,60989,14247,33,0,0,0,765,56,7.320262,624,25,4.0064106,880,46,5.2272725,13,1.4772727,33,60,11
t3,Math-88,org.apache.commons.math.optimization.linear.SimplexTableau,5,8,64778,6935,72,0,0,0,131,14,10.687022,90,4,4.4444447,392,16,4.0816326,4,1.0204082,12,60,24
t3,Lang-37,org.apache.commons.lang3.ArrayUtils,5,12,59399,111549,513,0,24,0,957,944,98.64159,806,780,96.77419,2015,2006,99.55335,1965,97.51861,41,60,171
t3,Chart-6,org.jfree.chart.util.ShapeList,5,8,24033,12803,33,0,0,2,34,17,50.0,16,8,50.0,28,10,35.714287,7,25.0,3,60,11
t3,Chart-7,org.jfree.data.time.TimePeriodValues,5,12,53923,47843,120,0,16,0,149,145,97.31544,54,51,94.44444,254,253,99.6063,151,59.448822,102,60,40
t3,Math-52,org.apache.commons.math.geometry.euclidean.threed.Rotation,5,10,56448,21682,60,0,0,0,327,244,74.61774,122,59,48.360653,2706,2485,91.83296,1738,64.22764,747,60,20
t3,Math-56,org.apache.commons.math.util.MultidimensionalCounter,5,9,21757,11134,54,0,0,2,70,69,98.57143,32,32,100.0,138,138,100.0,108,78.26087,30,60,18
t3,Lang-47,org.apache.commons.lang.text.StrBuilder,5,5,59246,85728,336,0,3,5,700,653,93.28571,496,438,88.30645,1642,1520,92.57004,1193,72.6553,327,60,112
t3,Math-2,org.apache.commons.math3.distribution.HypergeometricDistribution,5,9,44287,18556,60,0,0,0,66,66,100.0,26,26,100.0,175,175,100.0,138,78.85714,37,60,20
t3,Lang-65,org.apache.commons.lang.time.DateUtils,5,12,35876,22315,87,0,11,1,208,200,96.15385,175,160,91.42857,406,402,99.01478,195,48.029556,207,60,29
t3,Lang-60,org.apache.commons.lang.text.StrBuilder,5,9,58795,84078,339,0,4,92,656,615,93.75,464,420,90.51724,1584,1507,95.13889,1142,72.09596,365,60,113
t3,Chart-24,org.jfree.chart.renderer.GrayPaintScale,5,11,15021,3668,21,0,0,6,25,25,100.0,10,10,100.0,37,37,100.0,34,91.89189,3,60,7
t3,Lang-57,org.apache.commons.lang.LocaleUtils,5,5,15179,5074,27,0,0,0,76,66,86.84211,64,45,70.3125,177,116,65.53673,69,38.98305,47,60,9
t3,Lang-59,org.apache.commons.lang.text.StrBuilder,5,6,58023,106237,393,0,4,8,656,643,98.018295,464,442,95.25862,1584,1573,99.30556,1262,79.671715,311,60,131
t3,Time-13,org.joda.time.format.PeriodFormatterBuilder,5,10,68214,32530,141,0,0,0,665,258,38.79699,458,98,21.39738,1139,225,19.75417,158,13.871818,67,60,47
t3,Math-106,org.apache.commons.math.fraction.ProperFractionFormat,5,4,61412,34706,81,0,0,0,63,43,68.25397,19,11,57.894737,46,26,56.521736,17,36.95652,9,60,27
t3,Chart-16,org.jfree.data.category.DefaultIntervalCategoryDataset,5,10,58548,18659,120,0,0,70,186,79,42.473118,128,44,34.375,273,143,52.380955,68,24.908424,75,60,40
t3,Lang-28,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,5,4,13674,4235,18,0,0,0,25,3,12.0,16,3,18.75,80,18,22.5,13,16.25,5,60,6
t3,Time-20,org.joda.time.format.DateTimeFormatterBuilder,5,7,60231,36800,174,0,0,0,1034,783,75.72534,595,359,60.336136,1743,1267,72.69076,482,27.653471,785,60,58
t3,Time-3,org.joda.time.MutableDateTime,6,6,69431,4256,9,0,2,0,247,121,48.987854,63,20,31.746033,90,51,56.666668,2,2.2222223,49,60,3
t3,Time-5,org.joda.time.Period,6,11,69265,7658,24,0,0,0,288,250,86.80556,64,48,75.0,467,428,91.64883,207,44.32548,221,60,8
t3,Math-91,org.apache.commons.math.fraction.Fraction,6,9,36930,20315,75,0,0,0,149,139,93.28859,90,75,83.33333,360,331,91.94444,222,61.666668,109,60,25
t3,Time-4,org.joda.time.Partial,6,10,54826,76226,240,0,44,0,249,238,95.58233,106,97,91.50943,336,321,95.53571,248,73.809525,73,60,80
t3,Time-7,org.joda.time.format.DateTimeFormatter,6,13,68927,13190,102,0,0,0,208,77,37.019234,88,19,21.59091,176,35,19.886364,23,13.068181,12,60,34
t3,Closure-74,com.google.javascript.jscomp.PeepholeFoldConstants,6,14,71678,10924,33,0,0,0,765,57,7.4509807,624,28,4.4871798,880,47,5.340909,13,1.4772727,34,60,11
t3,Math-88,org.apache.commons.math.optimization.linear.SimplexTableau,6,11,63536,8044,72,0,0,0,131,14,10.687022,90,4,4.4444447,392,16,4.0816326,4,1.0204082,12,60,24
t3,Lang-37,org.apache.commons.lang3.ArrayUtils,6,12,59889,111077,513,0,33,0,957,942,98.4326,806,787,97.64268,2015,2006,99.55335,1968,97.66749,38,60,171
t3,Chart-6,org.jfree.chart.util.ShapeList,6,9,22962,10063,33,0,0,2,34,17,50.0,16,8,50.0,28,10,35.714287,7,25.0,3,60,11
t3,Chart-7,org.jfree.data.time.TimePeriodValues,6,9,50887,36813,120,0,16,0,149,145,97.31544,54,51,94.44444,254,253,99.6063,150,59.05512,103,60,40
t3,Math-52,org.apache.commons.math.geometry.euclidean.threed.Rotation,6,10,58981,20113,60,0,0,1,327,255,77.98165,122,60,49.18033,2706,2422,89.5048,1759,65.00369,663,60,20
t3,Math-56,org.apache.commons.math.util.MultidimensionalCounter,6,11,21389,13337,54,0,0,1,70,69,98.57143,32,32,100.0,138,138,100.0,108,78.26087,30,60,18
t3,Lang-47,org.apache.commons.lang.text.StrBuilder,6,5,59142,81393,348,0,40,0,700,666,95.14286,496,450,90.72581,1642,1579,96.163216,1218,74.17783,361,60,116
t3,Math-2,org.apache.commons.math3.distribution.HypergeometricDistribution,6,13,37555,19325,60,0,0,0,66,66,100.0,26,26,100.0,175,175,100.0,141,80.571434,34,60,20
t3,Lang-65,org.apache.commons.lang.time.DateUtils,6,10,35553,18917,87,0,9,2,208,196,94.230774,175,157,89.71428,406,394,97.044334,214,52.70936,180,60,29
t3,Lang-60,org.apache.commons.lang.text.StrBuilder,6,12,59353,86011,354,0,30,43,656,638,97.2561,464,436,93.965515,1584,1544,97.47475,1368,86.36364,176,60,118
t3,Chart-24,org.jfree.chart.renderer.GrayPaintScale,6,6,14253,3197,21,0,0,6,25,25,100.0,10,10,100.0,37,37,100.0,35,94.59459,2,60,7
t3,Lang-57,org.apache.commons.lang.LocaleUtils,6,7,16130,4925,27,0,0,0,76,66,86.84211,64,45,70.3125,177,116,65.53673,76,42.937855,40,60,9
t3,Lang-59,org.apache.commons.lang.text.StrBuilder,6,11,58727,88051,351,0,21,0,656,621,94.664635,464,419,90.30172,1584,1450,91.540405,1199,75.69444,251,60,117
t3,Time-13,org.joda.time.format.PeriodFormatterBuilder,6,11,69356,30150,126,0,0,0,665,249,37.443607,458,96,20.9607,1139,225,19.75417,158,13.871818,67,60,42
t3,Math-106,org.apache.commons.math.fraction.ProperFractionFormat,6,12,61877,29198,81,0,0,0,63,43,68.25397,19,11,57.894737,46,26,56.521736,17,36.95652,9,60,27
t3,Chart-16,org.jfree.data.category.DefaultIntervalCategoryDataset,6,12,61490,19876,120,0,0,74,186,82,44.08602,128,45,35.15625,273,144,52.747257,63,23.076923,81,60,40
t3,Lang-28,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,6,7,10425,3881,18,0,0,0,25,3,12.0,16,3,18.75,80,18,22.5,11,13.75,7,60,6
t3,Time-20,org.joda.time.format.DateTimeFormatterBuilder,6,5,58037,74644,255,0,0,0,1034,810,78.336555,595,401,67.39496,1743,1360,78.02639,558,32.013767,802,60,85
t3,Time-3,org.joda.time.MutableDateTime,1,5,117295,145245,306,0,42,1,247,217,87.85425,63,52,82.53968,90,90,100.0,70,77.77778,20,120,102
t3,Time-5,org.joda.time.Period,1,4,127067,54169,198,0,24,6,288,287,99.65278,64,62,96.875,467,467,100.0,311,66.59528,156,120,66
t3,Math-91,org.apache.commons.math.fraction.Fraction,1,3,26358,18190,75,0,0,0,149,140,93.95973,90,76,84.44444,360,331,91.94444,227,63.055557,104,120,25
t3,Time-4,org.joda.time.Partial,1,7,81128,76730,246,0,41,1,249,248,99.5984,106,105,99.0566,336,330,98.21429,274,81.547615,56,120,82
t3,Time-7,org.joda.time.format.DateTimeFormatter,1,4,101722,33633,120,0,0,0,208,80,38.46154,88,22,25.0,176,35,19.886364,23,13.068181,12,120,40
t3,Closure-74,com.google.javascript.jscomp.PeepholeFoldConstants,1,13,66827,11832,33,0,0,0,765,45,5.882353,624,22,3.5256412,880,30,3.409091,12,1.3636364,18,120,11
t3,Math-88,org.apache.commons.math.optimization.linear.SimplexTableau,1,12,72277,6915,72,0,0,0,131,14,10.687022,90,4,4.4444447,392,16,4.0816326,4,1.0204082,12,120,24
t3,Lang-37,org.apache.commons.lang3.ArrayUtils,1,7,90308,114499,513,0,29,0,957,943,98.537094,806,786,97.51861,2015,2006,99.55335,1860,92.30769,146,120,171
t3,Chart-6,org.jfree.chart.util.ShapeList,1,5,24774,10635,33,0,0,2,34,17,50.0,16,8,50.0,28,10,35.714287,7,25.0,3,120,11
t3,Chart-7,org.jfree.data.time.TimePeriodValues,1,10,49610,40193,120,0,14,0,149,145,97.31544,54,51,94.44444,254,253,99.6063,153,60.23622,100,120,40
t3,Math-52,org.apache.commons.math.geometry.euclidean.threed.Rotation,1,6,67003,16909,60,0,0,1,327,236,72.17125,122,57,46.721313,2706,2312,85.439766,1603,59.238728,709,120,20
t3,Math-56,org.apache.commons.math.util.MultidimensionalCounter,1,6,78254,19622,54,0,0,1,70,69,98.57143,32,32,100.0,138,138,100.0,114,82.608696,24,120,18
