tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
t3,Closure-100,com.google.javascript.jscomp.CheckGlobalThis,1,6,69979,221,0,0,0,0,45,0,0.0,56,0,0.0,98,0,0.0,0,0.0,0,60,0
t3,Math-18,org.apache.commons.math3.optimization.direct.CMAESOptimizer,1,7,69772,7711,27,0,0,0,467,34,7.280514,276,2,0.7246377,1613,9,0.55796653,5,0.3099814,4,60,9
t3,Closure-46,com.google.javascript.rhino.jstype.RecordType,1,3,35408,37603,432,0,0,0,88,6,6.818182,72,0,0.0,58,2,3.4482758,0,0.0,2,60,144
t3,Math-52,org.apache.commons.math.geometry.euclidean.threed.Rotation,1,3,48701,18126,60,0,0,0,327,249,76.14679,122,59,48.360653,2706,2417,89.32003,1608,59.423508,809,60,20
t3,Math-56,org.apache.commons.math.util.MultidimensionalCounter,1,6,18806,11882,54,0,0,1,70,69,98.57143,32,32,100.0,138,138,100.0,111,80.434784,27,60,18
t3,Lang-47,org.apache.commons.lang.text.StrBuilder,1,4,58922,92825,363,0,18,1,700,642,91.71429,496,444,89.51613,1642,1497,91.169304,1262,76.85749,235,60,121
t3,Math-2,org.apache.commons.math3.distribution.HypergeometricDistribution,1,6,30997,16970,60,0,0,0,66,66,100.0,26,26,100.0,175,175,100.0,137,78.28571,38,60,20
t3,Lang-63,org.apache.commons.lang.time.DurationFormatUtils,1,6,67203,1011,3,0,0,1,229,206,89.95633,133,114,85.71429,329,313,95.13678,206,62.613983,107,60,1
t3,Lang-65,org.apache.commons.lang.time.DateUtils,1,7,32336,19700,87,0,6,1,208,197,94.71153,175,157,89.71428,406,396,97.53694,225,55.418716,171,60,29
t3,Lang-60,org.apache.commons.lang.text.StrBuilder,1,5,58180,78558,315,0,3,69,656,620,94.51219,464,411,88.57758,1584,1512,95.454544,1158,73.106064,354,60,105
t3,Time-24,org.joda.time.format.DateTimeParserBucket,1,9,57626,37276,108,0,22,0,145,137,94.48276,70,62,88.57143,0,0,0.0,0,0.0,0,60,36
t3,Lang-62,org.apache.commons.lang.Entities,1,4,32861,26548,114,0,0,0,247,182,73.68421,94,56,59.574467,0,0,0.0,0,0.0,0,60,38
t3,Time-23,org.joda.time.DateTimeZone,1,7,7592,224,0,0,0,0,338,0,0.0,162,0,0.0,353,0,0.0,0,0.0,0,60,0
t3,Chart-23,org.jfree.chart.renderer.category.MinMaxCategoryRenderer,1,8,58941,61107,171,0,0,39,149,43,28.85906,56,9,16.071428,168,49,29.166666,12,7.1428576,37,60,57
t3,Chart-24,org.jfree.chart.renderer.GrayPaintScale,1,4,11921,3502,21,0,0,6,25,25,100.0,10,10,100.0,37,37,100.0,34,91.89189,3,60,7
t3,Chart-25,org.jfree.chart.renderer.category.StatisticalBarRenderer,1,12,58791,78004,177,0,0,0,181,14,7.734807,90,3,3.3333335,372,5,1.344086,3,0.80645156,2,60,59
t3,Chart-26,org.jfree.chart.axis.Axis,1,6,8851,201,0,0,0,0,329,0,0.0,136,0,0.0,378,0,0.0,0,0.0,0,60,0
t3,Closure-99,com.google.javascript.jscomp.CheckGlobalThis,1,11,69308,198,0,0,0,0,45,0,0.0,62,0,0.0,112,0,0.0,0,0.0,0,60,0
t3,Closure-53,com.google.javascript.jscomp.InlineObjectLiterals,1,6,72504,717,3,0,0,0,157,1,0.6369427,114,0,0.0,158,0,0.0,0,0.0,0,60,1
t3,Closure-98,com.google.javascript.jscomp.ReferenceCollectingCallback,1,13,69715,223,0,0,0,0,167,0,0.0,143,0,0.0,248,0,0.0,0,0.0,0,60,0
t3,Chart-20,org.jfree.chart.plot.ValueMarker,1,6,59821,34666,108,0,0,0,22,20,90.909096,8,7,87.5,11,10,90.909096,7,63.636364,3,60,36
t3,Closure-16,com.google.javascript.jscomp.ScopedAliases,1,11,73002,197,0,0,0,0,194,0,0.0,124,0,0.0,166,0,0.0,0,0.0,0,60,0
t3,Closure-14,com.google.javascript.jscomp.ControlFlowAnalysis,1,11,73284,218,0,0,0,0,382,0,0.0,276,0,0.0,237,0,0.0,0,0.0,0,60,0
t3,Math-20,org.apache.commons.math3.optimization.direct.CMAESOptimizer,1,7,69391,3010,9,0,0,0,458,34,7.4235806,272,2,0.7352941,1601,9,0.56214863,5,0.3123048,4,60,3
t3,Math-64,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,1,3,33487,17883,72,0,0,0,351,90,25.641027,204,27,13.235294,1083,120,11.080332,30,2.770083,90,60,24
t3,Lang-57,org.apache.commons.lang.LocaleUtils,1,9,14201,4737,27,0,0,0,76,66,86.84211,64,45,70.3125,177,116,65.53673,78,44.0678,38,60,9
t3,Math-21,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,1,2,68435,218,0,0,0,0,55,0,0.0,28,0,0.0,102,0,0.0,0,0.0,0,60,0
t3,Lang-59,org.apache.commons.lang.text.StrBuilder,1,3,58197,90323,357,0,32,6,656,628,95.731705,464,427,92.02586,1584,1530,96.590904,1254,79.16667,276,60,119
t3,Math-67,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer,1,5,67834,15760,60,0,0,21,90,84,93.333336,34,31,91.17647,149,143,95.97315,85,57.046978,58,60,20
t3,Lang-58,org.apache.commons.lang.math.NumberUtils,1,5,35493,28851,156,0,0,0,433,397,91.68591,420,334,79.52381,977,838,85.77277,456,46.673492,382,60,52
t3,Lang-30,org.apache.commons.lang3.StringUtils,1,11,60187,99401,447,0,34,331,1200,1141,95.08333,1087,1015,93.37627,0,0,0.0,0,0.0,0,60,149
t3,Lang-33,org.apache.commons.lang3.ClassUtils,1,10,6691,394,0,0,0,0,268,0,0.0,218,0,0.0,349,0,0.0,0,0.0,0,60,0
t3,Time-15,org.joda.time.field.FieldUtils,1,7,25659,8451,48,0,0,0,71,67,94.366196,72,61,84.72222,0,0,0.0,0,0.0,0,60,16
t3,Time-16,org.joda.time.format.DateTimeFormatter,1,8,68136,14907,75,0,0,0,207,72,34.782608,88,19,21.59091,0,0,0.0,0,0.0,0,60,25
t3,Time-13,org.joda.time.format.PeriodFormatterBuilder,1,11,67935,27191,141,0,0,0,665,253,38.045113,458,95,20.74236,1139,225,19.75417,159,13.959614,66,60,47
t3,Math-106,org.apache.commons.math.fraction.ProperFractionFormat,1,11,59628,29418,81,0,0,0,63,43,68.25397,19,11,57.894737,46,26,56.521736,17,36.95652,9,60,27
t3,Time-14,org.joda.time.chrono.BasicMonthOfYearDateTimeField,1,11,58889,59495,159,0,0,2,110,98,89.090904,52,44,84.61539,0,0,0.0,0,0.0,0,60,53
t3,Time-11,org.joda.time.tz.ZoneInfoCompiler,1,12,49052,16351,93,0,17,0,385,215,55.84416,193,83,43.00518,419,179,42.720764,75,17.899761,104,60,31
t3,Chart-12,org.jfree.chart.plot.MultiplePiePlot,1,5,59553,65723,171,0,0,51,187,90,48.12834,84,36,42.857143,164,39,23.780487,24,14.634146,15,60,57
t3,Chart-16,org.jfree.data.category.DefaultIntervalCategoryDataset,1,10,59087,15707,120,0,0,20,186,69,37.096775,128,36,28.125,273,123,45.054947,51,18.681318,72,60,40
t3,Chart-17,org.jfree.data.time.TimeSeries,1,13,59417,56939,177,0,28,32,280,250,89.28571,138,113,81.884056,428,354,82.71028,189,44.15888,165,60,59
t3,Closure-20,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,1,7,22573,196,0,0,0,0,686,0,0.0,530,0,0.0,662,0,0.0,0,0.0,0,60,0
t3,Math-39,org.apache.commons.math.ode.nonstiff.EmbeddedRungeKuttaIntegrator,1,9,9870,200,0,0,0,0,108,0,0.0,54,0,0.0,279,0,0.0,0,0.0,0,60,0
t3,Closure-68,com.google.javascript.jscomp.parsing.JsDocInfoParser,1,13,70508,7669,24,0,0,0,936,144,15.384616,589,55,9.337861,482,66,13.692946,24,4.9792533,42,60,8
t3,Chart-11,org.jfree.chart.util.ShapeUtilities,1,9,49739,17608,63,0,0,12,193,137,70.98446,116,67,57.758625,418,202,48.32536,51,12.200956,151,60,21
t3,Closure-25,com.google.javascript.jscomp.TypeInference,1,5,73832,7215,57,0,0,0,522,5,0.9578544,402,2,0.49751243,413,0,0.0,0,0.0,0,60,19
t3,Lang-28,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,1,10,14528,4210,18,0,0,0,25,3,12.0,16,3,18.75,80,18,22.5,11,13.75,7,60,6
t3,Math-103,org.apache.commons.math.distribution.NormalDistributionImpl,1,12,27513,9236,36,0,0,22,42,41,97.61904,18,17,94.44444,108,108,100.0,91,84.25926,17,60,12
t3,Time-20,org.joda.time.format.DateTimeFormatterBuilder,1,12,59661,43727,180,0,0,0,1034,794,76.78917,595,380,63.865547,1743,1292,74.12507,499,28.628803,793,60,60
t3,Time-21,org.joda.time.tz.DefaultNameProvider,1,7,10347,1988,9,0,0,0,34,26,76.47059,36,21,58.333332,0,0,0.0,0,0.0,0,60,3
t3,Closure-29,com.google.javascript.jscomp.InlineObjectLiterals,1,11,72403,213,0,0,0,0,164,0,0.0,108,0,0.0,117,0,0.0,0,0.0,0,60,0
t3,Lang-41,org.apache.commons.lang.ClassUtils,2,10,6755,202,0,0,0,0,268,0,0.0,216,0,0.0,346,0,0.0,0,0.0,0,60,0
t3,Time-3,org.joda.time.MutableDateTime,2,6,58585,66425,210,0,22,24,247,221,89.47369,63,45,71.42857,90,80,88.88889,47,52.22222,33,60,70
t3,Lang-43,org.apache.commons.lang.text.ExtendedMessageFormat,2,8,39356,20860,78,0,0,0,163,20,12.269938,99,1,1.010101,184,1,0.54347825,0,0.0,1,60,26
t3,Time-5,org.joda.time.Period,2,7,68566,13826,45,0,0,0,288,265,92.01389,64,50,78.125,467,466,99.785866,207,44.32548,259,60,15
t3,Math-91,org.apache.commons.math.fraction.Fraction,2,8,35191,18176,75,0,0,0,149,139,93.28859,90,75,83.33333,360,331,91.94444,223,61.944443,108,60,25
t3,Time-4,org.joda.time.Partial,2,10,52205,74589,246,0,12,1,249,242,97.18875,106,100,94.33962,336,324,96.42857,266,79.16667,58,60,82
t3,Time-7,org.joda.time.format.DateTimeFormatter,2,10,68135,8174,42,0,0,0,208,57,27.403847,88,14,15.909091,176,35,19.886364,18,10.227273,17,60,14
t3,Math-93,org.apache.commons.math.util.MathUtils,2,11,67360,217,0,0,0,0,227,0,0.0,223,0,0.0,892,0,0.0,0,0.0,0,60,0
t3,Time-6,org.joda.time.chrono.GJChronology,2,11,60155,26548,183,0,0,6,349,247,70.773636,182,86,47.252747,0,0,0.0,0,0.0,0,60,61
t3,Time-8,org.joda.time.DateTimeZone,2,8,8369,195,0,0,0,0,354,0,0.0,182,0,0.0,439,0,0.0,0,0.0,0,60,0
t3,Closure-74,com.google.javascript.jscomp.PeepholeFoldConstants,2,12,71284,11854,33,0,0,0,765,40,5.2287583,624,16,2.5641026,880,16,1.8181818,8,0.9090909,8,60,11
t3,Closure-124,com.google.javascript.jscomp.ExploitAssigns,2,5,72669,12333,39,0,0,0,74,7,9.459459,68,3,4.4117646,73,3,4.109589,2,2.739726,1,60,13
t3,Closure-132,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,2,11,20961,182,0,0,0,0,687,0,0.0,536,0,0.0,674,0,0.0,0,0.0,0,60,0
t3,Closure-130,com.google.javascript.jscomp.CollapseProperties,2,6,82129,211,0,0,0,0,330,0,0.0,266,0,0.0,358,0,0.0,0,0.0,0,60,0
t3,Closure-35,com.google.javascript.jscomp.TypeInference,2,9,74053,6169,57,0,0,0,531,5,0.9416196,412,2,0.4854369,416,0,0.0,0,0.0,0,60,19
t3,Time-10,org.joda.time.base.BaseSingleFieldPeriod,2,3,7622,223,0,0,0,0,70,0,0.0,46,0,0.0,118,0,0.0,0,0.0,0,60,0
t3,Math-44,org.apache.commons.math.ode.AbstractIntegrator,2,5,10293,216,0,0,0,0,120,0,0.0,46,0,0.0,72,0,0.0,0,0.0,0,60,0
t3,Math-88,org.apache.commons.math.optimization.linear.SimplexTableau,2,11,64033,6951,72,0,0,0,131,14,10.687022,90,4,4.4444447,392,16,4.0816326,4,1.0204082,12,60,24
t3,Lang-37,org.apache.commons.lang3.ArrayUtils,2,9,59638,115976,513,0,35,0,957,942,98.4326,806,780,96.77419,2015,2006,99.55335,1938,96.178665,68,60,171
t3,Lang-36,org.apache.commons.lang3.math.NumberUtils,2,3,33792,22167,138,0,0,0,373,335,89.81233,352,258,73.295456,812,669,82.38916,303,37.31527,366,60,46
t3,Chart-4,org.jfree.chart.plot.XYPlot,2,9,62565,30428,51,0,0,20,1749,741,42.36707,966,290,30.020704,1369,531,38.787437,193,14.097881,338,60,17
t3,Math-7,org.apache.commons.math3.ode.AbstractIntegrator,2,8,11298,184,0,0,0,0,127,0,0.0,58,0,0.0,82,0,0.0,0,0.0,0,60,0
t3,Chart-3,org.jfree.data.time.TimeSeries,2,2,59780,61069,174,0,31,0,371,332,89.48787,194,148,76.28866,490,445,90.81632,286,58.367348,159,60,58
t3,Chart-6,org.jfree.chart.util.ShapeList,2,10,23423,10079,33,0,0,2,34,17,50.0,16,8,50.0,28,10,35.714287,7,25.0,3,60,11
t3,Chart-2,org.jfree.data.general.DatasetUtilities,2,9,62972,44863,156,0,0,0,808,422,52.227722,548,228,41.60584,794,391,49.24433,285,35.894207,106,60,52
t3,Chart-1,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,2,9,9986,207,0,0,0,0,519,0,0.0,242,0,0.0,246,0,0.0,0,0.0,0,60,0
t3,Lang-50,org.apache.commons.lang.time.FastDateFormat,2,4,51204,61964,276,0,24,0,455,422,92.74725,228,200,87.7193,689,656,95.21045,546,79.245285,110,60,92
t3,Chart-7,org.jfree.data.time.TimePeriodValues,2,9,58150,39353,120,0,17,0,149,145,97.31544,54,51,94.44444,254,253,99.6063,150,59.05512,103,60,40
t3,Chart-9,org.jfree.data.time.TimeSeries,2,12,60497,57171,177,0,26,0,280,251,89.64286,140,114,81.428566,435,379,87.126434,193,44.367817,186,60,59
t3,Closure-100,com.google.javascript.jscomp.CheckGlobalThis,2,10,70378,3473,9,0,0,0,45,12,26.666668,56,6,10.714286,98,20,20.408163,14,14.285715,6,60,3
t3,Math-18,org.apache.commons.math3.optimization.direct.CMAESOptimizer,2,9,73476,7396,27,0,0,0,467,34,7.280514,276,2,0.7246377,1613,9,0.55796653,5,0.3099814,4,60,9
t3,Closure-46,com.google.javascript.rhino.jstype.RecordType,2,13,39256,38538,432,0,0,0,88,6,6.818182,72,0,0.0,58,2,3.4482758,0,0.0,2,60,144
t3,Math-52,org.apache.commons.math.geometry.euclidean.threed.Rotation,2,7,58097,16972,60,0,0,1,327,235,71.86545,122,56,45.901638,2706,2312,85.439766,1314,48.55876,998,60,20
t3,Math-56,org.apache.commons.math.util.MultidimensionalCounter,2,6,20111,11468,54,0,0,1,70,69,98.57143,32,32,100.0,138,138,100.0,113,81.884056,25,60,18
t3,Lang-47,org.apache.commons.lang.text.StrBuilder,2,12,58636,95885,378,0,30,0,700,660,94.28571,496,439,88.508064,1642,1510,91.96102,1290,78.56273,220,60,126
t3,Math-2,org.apache.commons.math3.distribution.HypergeometricDistribution,2,5,40901,18681,60,0,0,0,66,66,100.0,26,26,100.0,175,175,100.0,136,77.71429,39,60,20
t3,Lang-63,org.apache.commons.lang.time.DurationFormatUtils,2,10,67512,200,0,0,0,0,229,0,0.0,133,0,0.0,329,0,0.0,0,0.0,0,60,0
t3,Lang-65,org.apache.commons.lang.time.DateUtils,2,11,30832,19907,87,0,13,1,208,198,95.19231,175,158,90.28571,406,399,98.27586,216,53.20197,183,60,29
t3,Lang-60,org.apache.commons.lang.text.StrBuilder,2,10,58760,83221,336,0,23,57,656,629,95.88415,464,431,92.88793,1584,1537,97.03283,1233,77.840904,304,60,112
t3,Time-24,org.joda.time.format.DateTimeParserBucket,2,3,57817,38231,105,0,15,0,145,137,94.48276,70,61,87.14285,0,0,0.0,0,0.0,0,60,35
t3,Lang-62,org.apache.commons.lang.Entities,2,10,35293,24461,114,0,0,0,247,194,78.54251,94,61,64.893616,369,269,72.89973,254,68.83469,15,60,38
t3,Time-23,org.joda.time.DateTimeZone,2,8,8092,201,0,0,0,0,338,0,0.0,162,0,0.0,353,0,0.0,0,0.0,0,60,0
t3,Chart-23,org.jfree.chart.renderer.category.MinMaxCategoryRenderer,2,11,58827,85149,174,0,0,42,149,49,32.885906,56,14,25.0,168,53,31.547619,14,8.333334,39,60,58
t3,Chart-24,org.jfree.chart.renderer.GrayPaintScale,2,4,12759,3534,21,0,0,6,25,25,100.0,10,10,100.0,37,37,100.0,33,89.189186,4,60,7
t3,Chart-25,org.jfree.chart.renderer.category.StatisticalBarRenderer,2,4,58776,77193,180,0,0,0,181,17,9.392265,90,8,8.888889,372,7,1.8817205,5,1.344086,2,60,60
t3,Chart-26,org.jfree.chart.axis.Axis,2,10,9599,214,0,0,0,0,329,0,0.0,136,0,0.0,378,0,0.0,0,0.0,0,60,0
t3,Closure-99,com.google.javascript.jscomp.CheckGlobalThis,2,6,69796,223,0,0,0,0,45,0,0.0,62,0,0.0,112,0,0.0,0,0.0,0,60,0
t3,Closure-53,com.google.javascript.jscomp.InlineObjectLiterals,2,5,57080,3725,15,0,0,0,157,10,6.3694267,114,0,0.0,158,0,0.0,0,0.0,0,60,5
t3,Closure-98,com.google.javascript.jscomp.ReferenceCollectingCallback,2,12,71331,198,0,0,0,0,167,0,0.0,143,0,0.0,248,0,0.0,0,0.0,0,60,0
t3,Chart-20,org.jfree.chart.plot.ValueMarker,2,9,59895,36204,108,0,0,0,22,20,90.909096,8,7,87.5,11,10,90.909096,7,63.636364,3,60,36
t3,Closure-16,com.google.javascript.jscomp.ScopedAliases,2,14,73614,203,0,0,0,0,194,0,0.0,124,0,0.0,166,0,0.0,0,0.0,0,60,0
t3,Closure-14,com.google.javascript.jscomp.ControlFlowAnalysis,2,7,74051,365,0,0,0,0,382,0,0.0,276,0,0.0,237,0,0.0,0,0.0,0,60,0
t3,Math-20,org.apache.commons.math3.optimization.direct.CMAESOptimizer,2,11,70550,10796,39,0,0,0,458,34,7.4235806,272,2,0.7352941,1601,9,0.56214863,5,0.3123048,4,60,13
t3,Math-64,org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer,2,7,37595,18764,72,0,0,0,351,90,25.641027,204,27,13.235294,1083,120,11.080332,30,2.770083,90,60,24
t3,Lang-57,org.apache.commons.lang.LocaleUtils,2,10,16973,4763,27,0,0,0,76,66,86.84211,64,45,70.3125,177,116,65.53673,76,42.937855,40,60,9
t3,Math-21,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,2,6,69772,199,0,0,0,0,55,0,0.0,28,0,0.0,102,0,0.0,0,0.0,0,60,0
t3,Lang-59,org.apache.commons.lang.text.StrBuilder,2,6,58954,77181,303,0,2,136,656,619,94.35976,464,417,89.87069,1584,1511,95.39142,1141,72.03283,370,60,101
t3,Math-67,org.apache.commons.math.optimization.MultiStartUnivariateRealOptimizer,2,11,68870,16064,60,0,0,20,90,87,96.666664,34,31,91.17647,149,143,95.97315,88,59.060402,55,60,20
t3,Lang-58,org.apache.commons.lang.math.NumberUtils,2,11,39534,29817,156,0,0,0,433,394,90.99307,420,329,78.333336,977,824,84.33981,476,48.720573,348,60,52
t3,Lang-30,org.apache.commons.lang3.StringUtils,2,5,60549,98852,447,0,37,348,1200,1143,95.25,1087,1020,93.83625,2704,2550,94.30473,2301,85.09615,249,60,149
t3,Lang-33,org.apache.commons.lang3.ClassUtils,2,7,7340,195,0,0,0,0,268,0,0.0,218,0,0.0,349,0,0.0,0,0.0,0,60,0
t3,Time-15,org.joda.time.field.FieldUtils,2,7,25881,10587,48,0,0,0,71,67,94.366196,72,61,84.72222,0,0,0.0,0,0.0,0,60,16
t3,Time-16,org.joda.time.format.DateTimeFormatter,2,9,68291,9847,60,0,0,0,207,66,31.88406,88,18,20.454546,0,0,0.0,0,0.0,0,60,20
t3,Time-13,org.joda.time.format.PeriodFormatterBuilder,2,4,68502,26630,129,0,0,0,665,252,37.894737,458,97,21.179039,1139,225,19.75417,152,13.345039,73,60,43
t3,Math-106,org.apache.commons.math.fraction.ProperFractionFormat,2,11,63032,28537,81,0,0,0,63,43,68.25397,19,11,57.894737,46,26,56.521736,17,36.95652,9,60,27
t3,Time-14,org.joda.time.chrono.BasicMonthOfYearDateTimeField,2,11,58062,56694,159,0,0,2,110,97,88.181816,52,45,86.53847,0,0,0.0,0,0.0,0,60,53
t3,Time-11,org.joda.time.tz.ZoneInfoCompiler,2,5,46079,16087,93,0,13,0,385,210,54.545456,193,80,41.45078,419,176,42.004772,71,16.945107,105,60,31
t3,Chart-12,org.jfree.chart.plot.MultiplePiePlot,2,7,59696,71063,159,0,5,43,187,90,48.12834,84,36,42.857143,164,38,23.170732,25,15.243903,13,60,53
t3,Chart-16,org.jfree.data.category.DefaultIntervalCategoryDataset,2,10,59240,21425,120,0,0,4,186,77,41.39785,128,43,33.59375,273,143,52.380955,64,23.443224,79,60,40
t3,Chart-17,org.jfree.data.time.TimeSeries,2,6,60001,59121,177,0,10,47,280,252,90.0,138,115,83.33333,428,375,87.61682,195,45.56075,180,60,59
t3,Closure-20,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntax,2,11,24946,230,0,0,0,0,686,0,0.0,530,0,0.0,662,0,0.0,0,0.0,0,60,0
t3,Math-39,org.apache.commons.math.ode.nonstiff.EmbeddedRungeKuttaIntegrator,2,11,9886,236,0,0,0,0,108,0,0.0,54,0,0.0,279,0,0.0,0,0.0,0,60,0
t3,Closure-68,com.google.javascript.jscomp.parsing.JsDocInfoParser,2,7,70469,13643,36,0,0,0,936,132,14.102565,589,49,8.319185,482,65,13.485477,20,4.149378,45,60,12
t3,Chart-11,org.jfree.chart.util.ShapeUtilities,2,12,51144,18056,63,0,0,12,193,138,71.502594,116,67,57.758625,418,203,48.56459,51,12.200956,152,60,21
t3,Closure-25,com.google.javascript.jscomp.TypeInference,2,11,74231,8222,57,0,0,0,522,4,0.7662835,402,0,0.0,413,0,0.0,0,0.0,0,60,19
t3,Lang-28,org.apache.commons.lang3.text.translate.NumericEntityUnescaper,2,6,15016,4001,18,0,0,0,25,3,12.0,16,3,18.75,80,18,22.5,17,21.25,1,60,6
